Participant,Group,Item,Task,RT,Accuracy
48,L2,dress,Regular,1422,1
48,L2,dress,Delayed,1192,1
48,L2,ghost,Regular,764,1
48,L2,horse,Regular,1016,0
48,L2,horse,Delayed,895,1
48,L2,plate,Regular,1160,1
48,L2,plate,Delayed,801,0
48,L2,shirt,Delayed,456,1
48,L2,snail,Delayed,614,1
48,L2,witch,Regular,896,1
48,L2,witch,Delayed,737,1
49,L2,dress,Regular,897,1
49,L2,dress,Delayed,945,1
49,L2,horse,Regular,845,0
49,L2,horse,Delayed,229,1
49,L2,witch,Regular,888,1
49,L2,witch,Delayed,304,1
50,L2,cloud,Regular,704,1
50,L2,cloud,Delayed,319,1
50,L2,dress,Regular,793,1
50,L2,dress,Delayed,301,1
50,L2,ghost,Regular,712,1
50,L2,ghost,Delayed,353,1
50,L2,horse,Regular,706,1
50,L2,horse,Delayed,461,1
50,L2,plate,Regular,895,1
50,L2,plate,Delayed,290,1
50,L2,snail,Regular,1124,1
50,L2,snail,Delayed,207,1
50,L2,stool,Regular,748,1
50,L2,stool,Delayed,274,1
50,L2,witch,Regular,791,1
50,L2,witch,Delayed,226,1
51,L2,cloud,Regular,896,0
51,L2,cloud,Delayed,495,1
51,L2,dress,Delayed,464,1
51,L2,ghost,Delayed,800,1
51,L2,horse,Regular,744,1
51,L2,witch,Regular,840,1
51,L2,witch,Delayed,720,1
52,L1,cloud,Regular,724,1
52,L1,cloud,Delayed,410,1
52,L1,dress,Regular,652,1
52,L1,dress,Delayed,530,1
52,L1,ghost,Regular,645,1
52,L1,ghost,Delayed,459,1
52,L1,horse,Regular,637,1
52,L1,horse,Delayed,722,1
52,L1,plate,Regular,735,0
52,L1,plate,Delayed,453,1
52,L1,plug,Delayed,699,1
52,L1,shirt,Regular,712,1
52,L1,shirt,Delayed,468,1
52,L1,snail,Regular,558,1
52,L1,snail,Delayed,325,1
52,L1,stool,Regular,922,1
52,L1,stool,Delayed,415,1
52,L1,witch,Regular,789,1
52,L1,witch,Delayed,663,1
53,L1,cloud,Regular,525,0
53,L1,cloud,Delayed,331,1
53,L1,dress,Regular,787,1
53,L1,dress,Delayed,408,0
53,L1,ghost,Regular,772,1
53,L1,ghost,Delayed,509,1
53,L1,horse,Regular,659,1
53,L1,horse,Delayed,515,1
53,L1,plate,Regular,730,1
53,L1,plate,Delayed,584,1
53,L1,snail,Regular,595,1
53,L1,snail,Delayed,545,0
53,L1,stool,Regular,580,1
53,L1,stool,Delayed,453,1
53,L1,witch,Regular,1014,0
53,L1,witch,Delayed,452,1
54,L1,cloud,Regular,520,1
54,L1,cloud,Delayed,776,1
54,L1,dress,Regular,618,1
54,L1,ghost,Regular,843,1
54,L1,ghost,Delayed,680,1
54,L1,horse,Regular,882,1
54,L1,horse,Delayed,680,1
54,L1,plate,Regular,886,1
54,L1,plate,Delayed,700,1
54,L1,shirt,Regular,782,1
54,L1,shirt,Delayed,585,1
54,L1,snail,Regular,1311,1
54,L1,snail,Delayed,741,1
54,L1,stool,Regular,812,1
54,L1,stool,Delayed,431,1
54,L1,witch,Regular,768,1
54,L1,witch,Delayed,921,1
55,L1,cloud,Regular,417,1
55,L1,cloud,Delayed,600,1
55,L1,dress,Regular,599,1
55,L1,dress,Delayed,728,1
55,L1,ghost,Regular,864,1
55,L1,ghost,Delayed,751,1
55,L1,horse,Regular,739,1
55,L1,horse,Delayed,696,1
55,L1,plate,Delayed,839,1
55,L1,shirt,Regular,1012,1
55,L1,shirt,Delayed,619,1
55,L1,snail,Regular,751,1
55,L1,snail,Delayed,926,1
55,L1,stool,Regular,755,1
55,L1,stool,Delayed,458,1
55,L1,witch,Regular,952,1
55,L1,witch,Delayed,1113,1
56,L1,cloud,Regular,730,1
56,L1,cloud,Delayed,531,1
56,L1,dress,Regular,684,1
56,L1,dress,Delayed,741,1
56,L1,ghost,Regular,628,0
56,L1,ghost,Delayed,570,1
56,L1,horse,Regular,635,1
56,L1,horse,Delayed,376,1
56,L1,plate,Delayed,512,1
56,L1,plug,Delayed,573,1
56,L1,shirt,Regular,941,1
56,L1,shirt,Delayed,351,1
56,L1,snail,Regular,528,1
56,L1,snail,Delayed,462,1
56,L1,stool,Regular,718,1
56,L1,stool,Delayed,378,1
57,L1,cloud,Regular,1025,1
57,L1,cloud,Delayed,702,1
57,L1,dress,Regular,959,1
57,L1,dress,Delayed,616,1
57,L1,ghost,Regular,933,1
57,L1,ghost,Delayed,542,1
57,L1,horse,Regular,842,1
57,L1,horse,Delayed,480,1
57,L1,plate,Regular,1078,1
57,L1,plate,Delayed,431,1
57,L1,plug,Delayed,591,1
57,L1,snail,Regular,914,1
57,L1,snail,Delayed,272,1
57,L1,stool,Regular,943,1
57,L1,stool,Delayed,823,1
57,L1,witch,Regular,1197,0
57,L1,witch,Delayed,792,1
58,L1,cloud,Regular,730,1
58,L1,cloud,Delayed,513,1
58,L1,dress,Regular,494,1
58,L1,dress,Delayed,878,1
58,L1,ghost,Regular,849,0
58,L1,ghost,Delayed,647,1
58,L1,horse,Regular,596,1
58,L1,horse,Delayed,735,1
58,L1,plate,Regular,652,1
58,L1,plate,Delayed,652,1
58,L1,plug,Regular,877,1
58,L1,plug,Delayed,615,0
58,L1,shirt,Regular,811,1
58,L1,shirt,Delayed,452,1
58,L1,snail,Regular,643,1
58,L1,snail,Delayed,574,1
58,L1,stool,Regular,647,1
58,L1,stool,Delayed,646,1
58,L1,witch,Regular,821,1
58,L1,witch,Delayed,543,1
59,L1,cloud,Regular,528,1
59,L1,cloud,Delayed,212,1
59,L1,dress,Regular,823,1
59,L1,dress,Delayed,357,1
59,L1,ghost,Regular,636,1
59,L1,ghost,Delayed,284,1
59,L1,horse,Regular,556,1
59,L1,horse,Delayed,290,1
59,L1,plate,Regular,560,0
59,L1,plate,Delayed,409,1
59,L1,plug,Regular,945,1
59,L1,plug,Delayed,255,1
59,L1,shirt,Regular,809,0
59,L1,shirt,Delayed,293,1
59,L1,snail,Regular,476,1
59,L1,snail,Delayed,237,1
59,L1,stool,Regular,486,1
59,L1,stool,Delayed,255,1
59,L1,witch,Regular,1125,1
59,L1,witch,Delayed,388,1
60,L1,cloud,Regular,931,1
60,L1,cloud,Delayed,379,1
60,L1,dress,Regular,666,1
60,L1,dress,Delayed,340,1
60,L1,ghost,Regular,670,1
60,L1,ghost,Delayed,338,1
60,L1,horse,Regular,622,1
60,L1,horse,Delayed,471,1
60,L1,plate,Regular,666,1
60,L1,plate,Delayed,508,1
60,L1,plug,Delayed,401,1
60,L1,shirt,Regular,721,1
60,L1,shirt,Delayed,340,1
60,L1,snail,Regular,591,1
60,L1,snail,Delayed,372,1
60,L1,stool,Regular,832,1
60,L1,stool,Delayed,271,1
60,L1,witch,Regular,825,0
60,L1,witch,Delayed,404,1
61,L1,cloud,Regular,1241,0
61,L1,cloud,Delayed,724,1
61,L1,dress,Regular,834,1
61,L1,dress,Delayed,514,1
61,L1,ghost,Regular,621,1
61,L1,ghost,Delayed,717,1
61,L1,horse,Regular,679,1
61,L1,horse,Delayed,514,1
61,L1,plate,Regular,834,1
61,L1,plate,Delayed,518,1
61,L1,plug,Regular,1693,1
61,L1,plug,Delayed,580,1
61,L1,shirt,Regular,1105,1
61,L1,shirt,Delayed,885,1
61,L1,snail,Regular,592,1
61,L1,snail,Delayed,262,1
61,L1,stool,Regular,553,1
61,L1,stool,Delayed,226,1
61,L1,witch,Regular,879,1
61,L1,witch,Delayed,591,1
62,L1,cloud,Regular,629,1
62,L1,cloud,Delayed,346,0
62,L1,dress,Regular,519,1
62,L1,dress,Delayed,383,1
62,L1,ghost,Regular,625,1
62,L1,ghost,Delayed,411,1
62,L1,horse,Regular,528,1
62,L1,horse,Delayed,291,1
62,L1,plate,Regular,534,1
62,L1,plate,Delayed,330,1
62,L1,plug,Regular,800,1
62,L1,plug,Delayed,470,1
62,L1,shirt,Delayed,291,1
62,L1,snail,Regular,505,1
62,L1,snail,Delayed,326,1
62,L1,stool,Regular,467,1
62,L1,stool,Delayed,271,0
62,L1,witch,Regular,718,1
62,L1,witch,Delayed,345,1
63,L1,cloud,Regular,1043,0
63,L1,cloud,Delayed,642,1
63,L1,dress,Regular,902,0
63,L1,dress,Delayed,670,1
63,L1,ghost,Regular,988,1
63,L1,ghost,Delayed,662,1
63,L1,horse,Regular,778,1
63,L1,horse,Delayed,648,1
63,L1,plate,Regular,960,1
63,L1,plate,Delayed,740,1
63,L1,plug,Regular,1370,1
63,L1,plug,Delayed,610,1
63,L1,shirt,Delayed,561,1
63,L1,snail,Regular,562,1
63,L1,snail,Delayed,553,1
63,L1,stool,Regular,1052,1
63,L1,stool,Delayed,879,1
63,L1,witch,Regular,1335,1
63,L1,witch,Delayed,808,1
64,L1,cloud,Regular,510,1
64,L1,dress,Regular,602,1
64,L1,dress,Delayed,416,1
64,L1,ghost,Regular,461,1
64,L1,ghost,Delayed,636,1
64,L1,horse,Regular,534,1
64,L1,horse,Delayed,671,1
64,L1,plug,Regular,585,1
64,L1,plug,Delayed,375,1
64,L1,shirt,Regular,547,1
64,L1,shirt,Delayed,1547,1
64,L1,snail,Regular,513,1
64,L1,snail,Delayed,304,1
64,L1,stool,Regular,958,1
64,L1,stool,Delayed,437,1
64,L1,witch,Regular,621,1
65,L1,cloud,Regular,663,0
65,L1,cloud,Delayed,457,1
65,L1,dress,Regular,649,1
65,L1,dress,Delayed,471,1
65,L1,ghost,Regular,579,1
65,L1,ghost,Delayed,378,1
65,L1,horse,Regular,660,1
65,L1,horse,Delayed,460,1
65,L1,plate,Regular,688,1
65,L1,plate,Delayed,538,1
65,L1,plug,Regular,624,1
65,L1,plug,Delayed,551,1
65,L1,shirt,Regular,628,1
65,L1,shirt,Delayed,311,1
65,L1,snail,Regular,585,1
65,L1,snail,Delayed,291,1
65,L1,stool,Regular,571,1
65,L1,stool,Delayed,310,1
65,L1,witch,Regular,536,1
65,L1,witch,Delayed,489,1
66,L1,cloud,Regular,650,0
66,L1,cloud,Delayed,475,1
66,L1,dress,Regular,553,1
66,L1,dress,Delayed,221,1
66,L1,ghost,Regular,602,1
66,L1,ghost,Delayed,378,1
66,L1,horse,Regular,827,1
66,L1,horse,Delayed,349,1
66,L1,plate,Regular,664,1
66,L1,plate,Delayed,382,1
66,L1,plug,Regular,555,1
66,L1,plug,Delayed,313,1
66,L1,shirt,Regular,822,1
66,L1,shirt,Delayed,235,1
66,L1,snail,Regular,450,1
66,L1,snail,Delayed,291,1
66,L1,stool,Regular,580,1
66,L1,stool,Delayed,447,1
66,L1,witch,Regular,571,1
66,L1,witch,Delayed,319,1
67,L1,cloud,Regular,499,1
67,L1,cloud,Delayed,322,1
67,L1,dress,Delayed,530,1
67,L1,ghost,Regular,664,1
67,L1,ghost,Delayed,375,1
67,L1,horse,Regular,549,1
67,L1,horse,Delayed,590,1
67,L1,plate,Regular,746,1
67,L1,plate,Delayed,309,1
67,L1,shirt,Regular,683,1
67,L1,shirt,Delayed,378,1
67,L1,snail,Regular,497,1
67,L1,stool,Regular,594,1
67,L1,witch,Regular,656,1
67,L1,witch,Delayed,537,1
68,L1,dress,Regular,581,1
68,L1,dress,Delayed,917,1
68,L1,ghost,Regular,666,1
68,L1,ghost,Delayed,962,1
68,L1,horse,Regular,721,1
68,L1,horse,Delayed,876,1
68,L1,plate,Regular,642,1
68,L1,plate,Delayed,725,1
68,L1,plug,Regular,647,1
68,L1,shirt,Regular,549,1
68,L1,shirt,Delayed,1007,1
68,L1,snail,Regular,617,1
68,L1,snail,Delayed,626,1
68,L1,stool,Regular,558,1
68,L1,stool,Delayed,710,1
68,L1,witch,Regular,685,1
68,L1,witch,Delayed,948,1
69,L1,cloud,Regular,616,1
69,L1,cloud,Delayed,797,1
69,L1,dress,Regular,783,1
69,L1,dress,Delayed,539,1
69,L1,ghost,Delayed,440,1
69,L1,horse,Regular,998,1
69,L1,horse,Delayed,366,0
69,L1,plate,Regular,683,1
69,L1,plate,Delayed,383,1
69,L1,plug,Regular,518,1
69,L1,plug,Delayed,117,1
69,L1,shirt,Regular,572,1
69,L1,shirt,Delayed,397,1
69,L1,snail,Regular,683,1
69,L1,snail,Delayed,391,1
69,L1,stool,Regular,652,1
69,L1,stool,Delayed,440,1
69,L1,witch,Regular,567,1
69,L1,witch,Delayed,489,1
70,L1,cloud,Regular,439,1
70,L1,cloud,Delayed,349,1
70,L1,dress,Regular,553,1
70,L1,dress,Delayed,387,1
70,L1,ghost,Regular,594,1
70,L1,ghost,Delayed,311,1
70,L1,horse,Regular,570,1
70,L1,horse,Delayed,462,1
70,L1,plate,Regular,695,1
70,L1,plate,Delayed,565,1
70,L1,shirt,Regular,549,1
70,L1,shirt,Delayed,352,1
70,L1,snail,Regular,448,1
70,L1,snail,Delayed,312,1
70,L1,stool,Regular,504,0
70,L1,stool,Delayed,263,1
70,L1,witch,Regular,585,0
70,L1,witch,Delayed,345,1
71,L1,cloud,Regular,786,1
71,L1,cloud,Delayed,513,1
71,L1,dress,Regular,802,1
71,L1,dress,Delayed,605,1
71,L1,ghost,Regular,739,1
71,L1,ghost,Delayed,588,1
71,L1,horse,Regular,738,1
71,L1,horse,Delayed,431,1
71,L1,plate,Regular,1047,1
71,L1,plate,Delayed,579,1
71,L1,plug,Regular,652,1
71,L1,plug,Delayed,359,1
71,L1,shirt,Regular,795,1
71,L1,shirt,Delayed,394,1
71,L1,snail,Regular,883,1
71,L1,snail,Delayed,409,1
71,L1,stool,Regular,779,1
71,L1,stool,Delayed,523,1
71,L1,witch,Regular,815,1
71,L1,witch,Delayed,368,1
72,L1,cloud,Regular,799,1
72,L1,cloud,Delayed,464,1
72,L1,dress,Regular,621,1
72,L1,dress,Delayed,449,1
72,L1,ghost,Regular,200,1
72,L1,ghost,Delayed,485,1
72,L1,horse,Regular,609,1
72,L1,horse,Delayed,533,1
72,L1,plate,Regular,833,1
72,L1,plate,Delayed,336,1
72,L1,plug,Delayed,404,1
72,L1,shirt,Regular,678,1
72,L1,shirt,Delayed,540,1
72,L1,snail,Regular,583,1
72,L1,snail,Delayed,386,1
72,L1,stool,Regular,584,1
72,L1,stool,Delayed,294,1
72,L1,witch,Regular,665,1
72,L1,witch,Delayed,584,1
73,L1,cloud,Regular,536,1
73,L1,cloud,Delayed,174,1
73,L1,dress,Regular,440,1
73,L1,dress,Delayed,405,1
73,L1,ghost,Regular,525,1
73,L1,ghost,Delayed,545,1
73,L1,horse,Regular,621,1
73,L1,horse,Delayed,378,1
73,L1,plate,Regular,638,1
73,L1,plate,Delayed,486,1
73,L1,plug,Regular,429,1
73,L1,shirt,Regular,513,1
73,L1,shirt,Delayed,330,1
73,L1,snail,Regular,446,1
73,L1,snail,Delayed,689,1
73,L1,stool,Regular,600,1
73,L1,stool,Delayed,421,1
73,L1,witch,Regular,635,1
73,L1,witch,Delayed,466,1
74,L1,dress,Regular,590,1
74,L1,dress,Delayed,342,1
74,L1,ghost,Regular,591,1
74,L1,ghost,Delayed,280,1
74,L1,horse,Regular,558,1
74,L1,horse,Delayed,311,0
74,L1,plate,Regular,957,1
74,L1,plate,Delayed,291,1
74,L1,plug,Regular,626,0
74,L1,plug,Delayed,586,1
74,L1,shirt,Regular,715,0
74,L1,shirt,Delayed,647,1
74,L1,snail,Regular,488,1
74,L1,snail,Delayed,249,1
74,L1,stool,Regular,644,1
74,L1,stool,Delayed,218,1
74,L1,witch,Regular,631,0
74,L1,witch,Delayed,262,1
75,L1,cloud,Regular,522,1
75,L1,cloud,Delayed,280,0
75,L1,dress,Regular,627,1
75,L1,dress,Delayed,180,1
75,L1,ghost,Regular,480,1
75,L1,ghost,Delayed,274,0
75,L1,horse,Regular,572,0
75,L1,horse,Delayed,305,1
75,L1,plate,Regular,563,1
75,L1,plate,Delayed,256,1
75,L1,plug,Regular,566,1
75,L1,plug,Delayed,212,1
75,L1,shirt,Regular,734,1
75,L1,snail,Regular,536,1
75,L1,snail,Delayed,275,1
75,L1,stool,Regular,449,1
75,L1,stool,Delayed,205,1
75,L1,witch,Regular,588,1
75,L1,witch,Delayed,271,1
76,L1,cloud,Regular,894,1
76,L1,cloud,Delayed,660,1
76,L1,dress,Regular,831,1
76,L1,dress,Delayed,900,1
76,L1,ghost,Regular,736,1
76,L1,ghost,Delayed,1038,1
76,L1,horse,Regular,678,1
76,L1,horse,Delayed,1287,1
76,L1,plate,Regular,1072,1
76,L1,plate,Delayed,898,1
76,L1,shirt,Regular,1082,1
76,L1,shirt,Delayed,712,1
76,L1,snail,Regular,667,1
76,L1,snail,Delayed,691,0
76,L1,stool,Regular,685,1
76,L1,stool,Delayed,1285,1
76,L1,witch,Regular,668,1
76,L1,witch,Delayed,1114,1
77,L1,cloud,Regular,783,1
77,L1,dress,Regular,574,1
77,L1,dress,Delayed,572,1
77,L1,ghost,Regular,826,1
77,L1,ghost,Delayed,726,1
77,L1,horse,Regular,666,1
77,L1,horse,Delayed,580,1
77,L1,plate,Regular,891,1
77,L1,plate,Delayed,803,1
77,L1,plug,Regular,1122,1
77,L1,plug,Delayed,464,1
77,L1,snail,Regular,778,1
77,L1,snail,Delayed,639,1
77,L1,stool,Regular,675,0
77,L1,stool,Delayed,407,1
77,L1,witch,Regular,772,1
77,L1,witch,Delayed,830,1
78,L1,cloud,Regular,879,1
78,L1,cloud,Delayed,278,1
78,L1,dress,Regular,590,1
78,L1,dress,Delayed,510,0
78,L1,ghost,Regular,868,0
78,L1,ghost,Delayed,500,1
78,L1,horse,Regular,551,1
78,L1,horse,Delayed,449,1
78,L1,plate,Regular,658,1
78,L1,plate,Delayed,526,1
78,L1,plug,Regular,950,1
78,L1,plug,Delayed,223,1
78,L1,shirt,Regular,1165,1
78,L1,shirt,Delayed,527,1
78,L1,snail,Delayed,436,1
78,L1,stool,Regular,1131,1
78,L1,stool,Delayed,586,1
78,L1,witch,Regular,704,1
78,L1,witch,Delayed,421,1
79,L1,cloud,Regular,1080,0
79,L1,cloud,Delayed,246,1
79,L1,dress,Regular,801,1
79,L1,dress,Delayed,376,0
79,L1,ghost,Regular,675,1
79,L1,ghost,Delayed,205,1
79,L1,horse,Regular,526,1
79,L1,horse,Delayed,282,1
79,L1,plate,Regular,655,1
79,L1,plate,Delayed,326,1
79,L1,plug,Regular,672,1
79,L1,plug,Delayed,384,1
79,L1,shirt,Regular,568,0
79,L1,shirt,Delayed,249,1
79,L1,snail,Regular,558,1
79,L1,snail,Delayed,307,1
79,L1,stool,Regular,641,1
79,L1,stool,Delayed,291,1
79,L1,witch,Regular,445,1
79,L1,witch,Delayed,353,1
80,L1,dress,Regular,673,1
80,L1,dress,Delayed,890,1
80,L1,ghost,Regular,815,1
80,L1,ghost,Delayed,653,1
80,L1,horse,Regular,615,1
80,L1,horse,Delayed,1094,1
80,L1,plate,Regular,1246,1
80,L1,plate,Delayed,674,1
80,L1,plug,Delayed,918,1
80,L1,shirt,Regular,697,1
80,L1,shirt,Delayed,962,1
80,L1,snail,Regular,551,1
80,L1,snail,Delayed,689,1
80,L1,stool,Regular,984,1
80,L1,stool,Delayed,748,1
80,L1,witch,Regular,800,1
80,L1,witch,Delayed,846,1
81,L1,cloud,Regular,1085,1
81,L1,cloud,Delayed,760,1
81,L1,dress,Regular,961,1
81,L1,dress,Delayed,418,1
81,L1,ghost,Regular,898,1
81,L1,ghost,Delayed,657,1
81,L1,horse,Regular,933,1
81,L1,horse,Delayed,743,1
81,L1,plate,Regular,1033,1
81,L1,plate,Delayed,537,1
81,L1,plug,Regular,1285,1
81,L1,plug,Delayed,663,1
81,L1,shirt,Regular,770,0
81,L1,snail,Regular,697,1
81,L1,snail,Delayed,570,1
81,L1,stool,Regular,928,1
81,L1,stool,Delayed,597,1
81,L1,witch,Regular,970,1
81,L1,witch,Delayed,673,1
82,L1,cloud,Regular,1157,1
82,L1,cloud,Delayed,634,1
82,L1,dress,Regular,875,1
82,L1,dress,Delayed,528,1
82,L1,ghost,Regular,643,1
82,L1,ghost,Delayed,515,1
82,L1,horse,Regular,806,0
82,L1,horse,Delayed,520,1
82,L1,plate,Regular,910,1
82,L1,plate,Delayed,527,1
82,L1,plug,Regular,876,1
82,L1,plug,Delayed,842,1
82,L1,shirt,Regular,820,1
82,L1,shirt,Delayed,754,1
82,L1,snail,Regular,584,1
82,L1,snail,Delayed,493,1
82,L1,stool,Regular,676,1
82,L1,stool,Delayed,241,1
82,L1,witch,Regular,926,1
82,L1,witch,Delayed,609,1
83,L1,cloud,Regular,1290,1
83,L1,cloud,Delayed,366,1
83,L1,dress,Regular,466,1
83,L1,dress,Delayed,490,1
83,L1,ghost,Regular,661,1
83,L1,ghost,Delayed,504,1
83,L1,horse,Regular,599,1
83,L1,horse,Delayed,432,1
83,L1,plate,Regular,797,1
83,L1,plate,Delayed,372,0
83,L1,plug,Regular,871,1
83,L1,plug,Delayed,520,1
83,L1,shirt,Delayed,339,1
83,L1,snail,Regular,625,1
83,L1,snail,Delayed,161,1
83,L1,stool,Regular,654,0
83,L1,witch,Regular,704,1
83,L1,witch,Delayed,410,1
84,L1,cloud,Regular,903,1
84,L1,cloud,Delayed,468,1
84,L1,dress,Regular,559,1
84,L1,dress,Delayed,428,0
84,L1,ghost,Regular,582,1
84,L1,ghost,Delayed,382,1
84,L1,horse,Regular,647,1
84,L1,horse,Delayed,419,1
84,L1,plate,Regular,758,1
84,L1,plate,Delayed,446,1
84,L1,plug,Regular,1403,1
84,L1,plug,Delayed,358,1
84,L1,shirt,Delayed,332,1
84,L1,snail,Regular,664,0
84,L1,snail,Delayed,407,1
84,L1,stool,Regular,481,0
84,L1,stool,Delayed,506,1
84,L1,witch,Regular,798,0
84,L1,witch,Delayed,433,1
85,L1,cloud,Delayed,469,1
85,L1,dress,Regular,1000,1
85,L1,dress,Delayed,777,1
85,L1,ghost,Delayed,588,1
85,L1,horse,Regular,1062,1
85,L1,horse,Delayed,592,1
85,L1,plug,Delayed,821,0
85,L1,shirt,Delayed,758,1
85,L1,snail,Regular,1052,1
85,L1,snail,Delayed,587,1
85,L1,stool,Delayed,639,1
85,L1,witch,Delayed,729,1
86,L1,cloud,Regular,603,0
86,L1,cloud,Delayed,283,1
86,L1,dress,Regular,1066,1
86,L1,dress,Delayed,244,1
86,L1,ghost,Regular,512,1
86,L1,ghost,Delayed,177,1
86,L1,horse,Regular,550,1
86,L1,horse,Delayed,224,1
86,L1,plate,Regular,641,1
86,L1,plate,Delayed,262,1
86,L1,shirt,Regular,676,1
86,L1,shirt,Delayed,263,1
86,L1,snail,Regular,429,1
86,L1,snail,Delayed,210,1
86,L1,stool,Regular,525,1
86,L1,stool,Delayed,527,1
86,L1,witch,Regular,563,1
86,L1,witch,Delayed,318,1
87,L1,cloud,Regular,590,1
87,L1,cloud,Delayed,607,1
87,L1,dress,Regular,570,1
87,L1,dress,Delayed,302,1
87,L1,ghost,Regular,613,1
87,L1,ghost,Delayed,314,1
87,L1,horse,Regular,643,1
87,L1,horse,Delayed,533,1
87,L1,plate,Regular,740,1
87,L1,plate,Delayed,631,1
87,L1,plug,Regular,703,1
87,L1,plug,Delayed,571,1
87,L1,shirt,Regular,432,1
87,L1,shirt,Delayed,242,1
87,L1,snail,Regular,575,1
87,L1,snail,Delayed,742,0
87,L1,stool,Regular,625,1
87,L1,stool,Delayed,288,0
87,L1,witch,Regular,641,0
87,L1,witch,Delayed,420,1
88,L1,cloud,Regular,615,1
88,L1,cloud,Delayed,410,1
88,L1,dress,Regular,586,1
88,L1,dress,Delayed,431,0
88,L1,ghost,Regular,530,1
88,L1,ghost,Delayed,339,1
88,L1,horse,Regular,563,1
88,L1,horse,Delayed,513,1
88,L1,plate,Regular,703,1
88,L1,plate,Delayed,314,1
88,L1,plug,Regular,706,1
88,L1,plug,Delayed,512,1
88,L1,shirt,Regular,591,1
88,L1,shirt,Delayed,430,1
88,L1,snail,Regular,514,1
88,L1,snail,Delayed,311,1
88,L1,stool,Regular,586,0
88,L1,witch,Regular,655,1
88,L1,witch,Delayed,315,1
89,L1,dress,Regular,668,1
89,L1,dress,Delayed,884,1
89,L1,ghost,Regular,1064,1
89,L1,ghost,Delayed,948,1
89,L1,horse,Regular,718,1
89,L1,horse,Delayed,682,1
89,L1,plate,Regular,987,1
89,L1,plate,Delayed,564,1
89,L1,shirt,Regular,804,1
89,L1,snail,Regular,649,1
89,L1,snail,Delayed,355,1
89,L1,stool,Delayed,345,1
89,L1,witch,Regular,1006,1
89,L1,witch,Delayed,605,0
90,L1,cloud,Regular,764,1
90,L1,cloud,Delayed,168,1
90,L1,dress,Regular,583,1
90,L1,dress,Delayed,366,1
90,L1,ghost,Regular,508,1
90,L1,ghost,Delayed,233,1
90,L1,horse,Regular,528,1
90,L1,horse,Delayed,375,1
90,L1,plate,Regular,674,1
90,L1,plate,Delayed,252,1
90,L1,plug,Regular,400,1
90,L1,plug,Delayed,423,1
90,L1,shirt,Regular,503,1
90,L1,shirt,Delayed,198,1
90,L1,snail,Regular,480,1
90,L1,snail,Delayed,229,1
90,L1,stool,Regular,566,1
90,L1,stool,Delayed,473,1
90,L1,witch,Regular,545,1
90,L1,witch,Delayed,525,1
91,L1,cloud,Regular,541,0
91,L1,cloud,Delayed,243,1
91,L1,dress,Regular,724,1
91,L1,dress,Delayed,819,1
91,L1,ghost,Regular,539,1
91,L1,ghost,Delayed,652,1
91,L1,horse,Regular,561,1
91,L1,horse,Delayed,417,1
91,L1,plate,Regular,774,1
91,L1,plate,Delayed,814,1
91,L1,shirt,Regular,891,1
91,L1,shirt,Delayed,439,1
91,L1,snail,Regular,501,1
91,L1,snail,Delayed,305,1
91,L1,stool,Regular,648,1
91,L1,stool,Delayed,337,1
91,L1,witch,Regular,901,1
91,L1,witch,Delayed,358,1
